,id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,clean_text,topic_id
5693,1469406904531267587,https://twitter.com/SenDuckworth/status/1469406904531267587,Fri Dec 10 20:41:20 +0000 2021,2021-12-10T20:41:20+00:00,SenDuckworth,"For nearly 2 years, the pause on student debt payments has helped hardworking young Americans while boosting our economy.   But next month that pause is set to end, although the pandemic hasn't.  The clock is ticking. @POTUS, let's support working families and #CancelStudentDebt.",original,,CancelStudentDebt,,,1275,,,,en,,,232,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1058520120,Thu Jan 03 18:59:33 +0000 2013,False,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",964,770672,7393,4102,,Tammy Duckworth,10960,,http://duckworth.senate.gov,True,For nearly  years the pause on student debt payments has helped hardworking young Americans while boosting our economy   But next month that pause is set to end although the pandemic hasnt  The clock is ticking POTUS lets support working families and CancelStudentDebt,118
6033,1428785762988875780,https://twitter.com/SenDuckworth/status/1428785762988875780,Fri Aug 20 18:27:26 +0000 2021,2021-08-20T18:27:26+00:00,SenDuckworth,Thank you to President Biden and @SecCardona for heeding our bipartisan request to automatically cancel student loan debt for hundreds of thousands with a total and permanent disability—giving them an opportunity to build back better free of education debt. https://t.co/DFRoKZ0uXs,original,,,https://pbs.twimg.com/media/E9QRE9PXoAY6hkt.jpg https://pbs.twimg.com/media/E9QRE9PWYAkHyin.jpg,,394,,,,en,,0.0,76,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1058520120,Thu Jan 03 18:59:33 +0000 2013,False,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",964,770672,7393,4102,,Tammy Duckworth,10960,,http://duckworth.senate.gov,True,Thank you to President Biden and SecCardona for heeding our bipartisan request to automatically cancel student loan debt for hundreds of thousands with a total and permanent disabilitygiving them an opportunity to build back better free of education debt ,575
6137,1418618215912071169,https://twitter.com/SenDuckworth/status/1418618215912071169,Fri Jul 23 17:05:13 +0000 2021,2021-07-23T17:05:13+00:00,SenDuckworth,Many adjunct professors have chosen to devote their lives to public service and deserve to be able to access student loan debt relief. We should be doing everything we can to encourage younger Americans to enter and stay in vital professions like education. https://t.co/cOrZENRwmh,quote,,,,https://twitter.com/arsheffey/status/1418287444944896005,744,,,,en,,0.0,198,1.418287444944896e+18,arsheffey,3353571554.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1058520120,Thu Jan 03 18:59:33 +0000 2013,False,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",964,770672,7393,4102,,Tammy Duckworth,10960,,http://duckworth.senate.gov,True,Many adjunct professors have chosen to devote their lives to public service and deserve to be able to access student loan debt relief We should be doing everything we can to encourage younger Americans to enter and stay in vital professions like education ,575
6519,1376559731985223684,https://twitter.com/SenDuckworth/status/1376559731985223684,Mon Mar 29 15:39:50 +0000 2021,2021-03-29T15:39:50+00:00,SenDuckworth,Accessing PPP loan forgiveness should be as simple as possible. Our small business owners have already been through enough during this pandemic.   I'm calling on @SBAgov to ensure simple and timely PPP loan forgiveness. It's vital to our economic recovery. https://t.co/LEiEe4xoyi,original,,,https://pbs.twimg.com/media/ExqFxZsWUAkeZxR.jpg https://pbs.twimg.com/media/ExqFxZtWQAEsKkH.jpg,,274,,,,en,,0.0,72,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1058520120,Thu Jan 03 18:59:33 +0000 2013,False,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",964,770672,7393,4102,,Tammy Duckworth,10960,,http://duckworth.senate.gov,True,Accessing PPP loan forgiveness should be as simple as possible Our small business owners have already been through enough during this pandemic   Im calling on SBAgov to ensure simple and timely PPP loan forgiveness Its vital to our economic recovery ,575
6750,1357372824701263872,https://twitter.com/SenDuckworth/status/1357372824701263872,Thu Feb 04 16:57:54 +0000 2021,2021-02-04T16:57:54+00:00,SenDuckworth,"On top of housing costs and other bills, 43 million students—especially students of color—are struggling to keep up with their student debt payments during this unprecedented crisis.  I'm proud to join @SenSchumer and @SenWarren to say: #CancelStudentDebt.  RT if you're with us.",original,,CancelStudentDebt,,,11330,,,,en,,,4498,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1058520120,Thu Jan 03 18:59:33 +0000 2013,False,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",964,770672,7393,4102,,Tammy Duckworth,10960,,http://duckworth.senate.gov,True,On top of housing costs and other bills  million studentsespecially students of colorare struggling to keep up with their student debt payments during this unprecedented crisis  Im proud to join SenSchumer and SenWarren to say CancelStudentDebt  RT if youre with us,118
6960,1336830489877856256,https://twitter.com/SenDuckworth/status/1336830489877856256,Thu Dec 10 00:30:00 +0000 2020,2020-12-10T00:30:00+00:00,SenDuckworth,"Donald Trump’s personal grievances with Facebook and Twitter have nothing to do with pay raises for our troops. If he wants to veto the NDAA, Congress will override. https://t.co/RC12naHl2o",original,,,https://pbs.twimg.com/amplify_video_thumb/1336807843836665856/img/-Xh7zHGFpfEHvORU.jpg,,616,,,,en,,0.0,114,,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",1058520120,Thu Jan 03 18:59:33 +0000 2013,False,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",964,770672,7393,4102,,Tammy Duckworth,10960,,http://duckworth.senate.gov,True,Donald Trumps personal grievances with Facebook and Twitter have nothing to do with pay raises for our troops If he wants to veto the NDAA Congress will override ,1010
6985,1334934899015491586,https://twitter.com/SenDuckworth/status/1334934899015491586,Fri Dec 04 18:57:36 +0000 2020,2020-12-04T18:57:36+00:00,SenDuckworth,And we will override. https://t.co/ykWLjdfQgs,original,,,,https://twitter.com/realDonaldTrump/status/1334718387583377408,4931,,,,en,,0.0,483,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1058520120,Thu Jan 03 18:59:33 +0000 2013,False,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",964,770672,7393,4102,,Tammy Duckworth,10960,,http://duckworth.senate.gov,True,And we will override ,1010
7400,1307029914315632645,https://twitter.com/SenDuckworth/status/1307029914315632645,Fri Sep 18 18:53:09 +0000 2020,2020-09-18T18:53:09+00:00,SenDuckworth,"Our country will never fully recover from this pandemic if the next generation is buried in student loan debt made worse by #COVID19.   I joined @SenWarren, @SenatorDurbin &amp; @SenSchumer today to call on Donald Trump to #CancelStudentDebt. https://t.co/2YFNIdZAKl",quote,,COVID19 CancelStudentDebt,,https://twitter.com/SenWarren/status/1306626829353201665,610,,,,en,,0.0,150,1.3066268293532017e+18,SenWarren,970207298.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1058520120,Thu Jan 03 18:59:33 +0000 2013,False,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",964,770672,7393,4102,,Tammy Duckworth,10960,,http://duckworth.senate.gov,True,Our country will never fully recover from this pandemic if the next generation is buried in student loan debt made worse by COVID   I joined SenWarren SenatorDurbin amp SenSchumer today to call on Donald Trump to CancelStudentDebt ,118
7752,1283879966002864130,https://twitter.com/SenDuckworth/status/1283879966002864130,Thu Jul 16 21:43:31 +0000 2020,2020-07-16T21:43:31+00:00,SenDuckworth,"My colleagues &amp; I saw this for what it was: an excuse to use these students as pawns in order to coerce colleges &amp; universities to reopen this fall, despite what is best for public health. That's why we wrote to ICE &amp; DHS urging them to reverse this policy https://t.co/eyfwmdzHeV",reply,,,,https://www.duckworth.senate.gov/news/press-releases/duckworth-durbin-join-bicameral-letter-urging-ice-and-dhs-to-immediately-withdraw-new-guidance-that-threatens-international-students-with-deportation-,328,SenDuckworth,1.283879964924944e+18,1058520120.0,en,,0.0,67,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1058520120,Thu Jan 03 18:59:33 +0000 2013,False,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",964,770672,7393,4102,,Tammy Duckworth,10960,,http://duckworth.senate.gov,True,My colleagues amp I saw this for what it was an excuse to use these students as pawns in order to coerce colleges amp universities to reopen this fall despite what is best for public health Thats why we wrote to ICE amp DHS urging them to reverse this policy ,533
7988,1568086328012668928,https://twitter.com/ChaffeeUSSenate/status/1568086328012668928,Fri Sep 09 03:58:08 +0000 2022,2022-09-09T03:58:08+00:00,ChaffeeUSSenate,God gave his only son for all forgiveness of sin . https://t.co/WHy4auFLC7,original,,,https://pbs.twimg.com/media/FcL2Md0X0AAg2_F.jpg,,6,,,,en,,0.0,2,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2528921767,Wed May 28 03:02:43 +0000 2014,False,Maryland Deserves A Republican Voice Vote For Freedom Vote for your grandchildren’s future .,14,340,174,24,,Chris Chaffee,1743,,http://www.chrischaffeeforussenate.com,True,God gave his only son for all forgiveness of sin  ,575
8042,1559087734698004480,https://twitter.com/ChaffeeUSSenate/status/1559087734698004480,Mon Aug 15 08:00:57 +0000 2022,2022-08-15T08:00:57+00:00,ChaffeeUSSenate,They never said it was  going to be easy . This is called FREEDOM … https://t.co/i0WWzMmoiP,original,,,https://pbs.twimg.com/media/FaL-B32XkAEpmAU.jpg,,9,,,,en,,0.0,1,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2528921767,Wed May 28 03:02:43 +0000 2014,False,Maryland Deserves A Republican Voice Vote For Freedom Vote for your grandchildren’s future .,14,340,174,24,,Chris Chaffee,1743,,http://www.chrischaffeeforussenate.com,True,They never said it was  going to be easy  This is called FREEDOM  ,118
8273,1529883088876183552,https://twitter.com/ChaffeeUSSenate/status/1529883088876183552,Thu May 26 17:52:06 +0000 2022,2022-05-26T17:52:06+00:00,ChaffeeUSSenate,Loan forgiveness for student loans seems to be another tax for all Americans .,original,,,,,0,,,,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2528921767,Wed May 28 03:02:43 +0000 2014,False,Maryland Deserves A Republican Voice Vote For Freedom Vote for your grandchildren’s future .,14,340,174,24,,Chris Chaffee,1743,,http://www.chrischaffeeforussenate.com,True,Loan forgiveness for student loans seems to be another tax for all Americans ,575
8297,1528947064796758022,https://twitter.com/ChaffeeUSSenate/status/1528947064796758022,Tue May 24 03:52:41 +0000 2022,2022-05-24T03:52:41+00:00,ChaffeeUSSenate,@Mike_Pence Pelosi had lost her way I prayed for her that she may have a chance to ask for forgiveness . Eternity is forever .,reply,,,,,0,Mike_Pence,1.528905638604161e+18,22203756.0,en,,,0,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2528921767,Wed May 28 03:02:43 +0000 2014,False,Maryland Deserves A Republican Voice Vote For Freedom Vote for your grandchildren’s future .,14,340,174,24,,Chris Chaffee,1743,,http://www.chrischaffeeforussenate.com,True,MikePence Pelosi had lost her way I prayed for her that she may have a chance to ask for forgiveness  Eternity is forever ,575
10161,719667312245153792,https://twitter.com/VanHollenForMD/status/719667312245153792,Mon Apr 11 23:23:52 +0000 2016,2016-04-11T23:23:52+00:00,VanHollenForMD,We've got a lot of work to do to make sure every child gets the best education. #MDSenDebate,original,,MDSenDebate,,,4,,,,en,,,2,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3067974778,Tue Mar 03 14:43:00 +0000 2015,False,Proud Marylander serving all the people of this state. Progressive fighter committed to getting results.,279,6919,271,320,Maryland,Chris Van Hollen,1166,,http://VanHollen.org,True,Weve got a lot of work to do to make sure every child gets the best education MDSenDebate,494
10416,704757888934416384,https://twitter.com/VanHollenForMD/status/704757888934416384,Tue Mar 01 19:59:09 +0000 2016,2016-03-01T19:59:09+00:00,VanHollenForMD,#TeamCVH rallying tomorrow w/ @NARAL @ReproRights &amp; others in defense of reproductive freedom. Join us: https://t.co/niEkVsb29c #StoptheSham,original,,TeamCVH StoptheSham,,http://cvh.md/WFVHRally,5,,,,en,,0.0,0,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",3067974778,Tue Mar 03 14:43:00 +0000 2015,False,Proud Marylander serving all the people of this state. Progressive fighter committed to getting results.,279,6919,271,320,Maryland,Chris Van Hollen,1166,,http://VanHollen.org,True,TeamCVH rallying tomorrow w NARAL ReproRights amp others in defense of reproductive freedom Join us  StoptheSham,1010
10469,694701330645000192,https://twitter.com/VanHollenForMD/status/694701330645000192,Wed Feb 03 01:57:58 +0000 2016,2016-02-03T01:57:58+00:00,VanHollenForMD,Today we blocked GOP's veto override &amp; protected health care for millions of women &amp; working families. #StandwithPP https://t.co/vbixPvXanX,original,,StandwithPP,,http://usat.ly/1RZdMjf,6,,,,en,,0.0,3,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",3067974778,Tue Mar 03 14:43:00 +0000 2015,False,Proud Marylander serving all the people of this state. Progressive fighter committed to getting results.,279,6919,271,320,Maryland,Chris Van Hollen,1166,,http://VanHollen.org,True,Today we blocked GOPs veto override amp protected health care for millions of women amp working families StandwithPP ,1010
10475,694578742274965506,https://twitter.com/VanHollenForMD/status/694578742274965506,Tue Feb 02 17:50:51 +0000 2016,2016-02-02T17:50:51+00:00,VanHollenForMD,Today I am proudly leading the debate in Congress to prevent GOP's veto override that would overturn the ACA. Americans are counting on us.,original,,,,,3,,,,en,,,1,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3067974778,Tue Mar 03 14:43:00 +0000 2015,False,Proud Marylander serving all the people of this state. Progressive fighter committed to getting results.,279,6919,271,320,Maryland,Chris Van Hollen,1166,,http://VanHollen.org,True,Today I am proudly leading the debate in Congress to prevent GOPs veto override that would overturn the ACA Americans are counting on us,1010
10782,602197166673760256,https://twitter.com/VanHollenForMD/status/602197166673760256,Sat May 23 19:39:27 +0000 2015,2015-05-23T19:39:27+00:00,VanHollenForMD,Gov Hogan wrong to veto ballot box access for those who paid their debts to society. MD GA shld override veto. @corymccray @conway_joanEHE,original,,,,,6,,,,en,,,6,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3067974778,Tue Mar 03 14:43:00 +0000 2015,False,Proud Marylander serving all the people of this state. Progressive fighter committed to getting results.,279,6919,271,320,Maryland,Chris Van Hollen,1166,,http://VanHollen.org,True,Gov Hogan wrong to veto ballot box access for those who paid their debts to society MD GA shld override veto corymccray conwayjoanEHE,1010
